date,family,model,fold,actual,predicted
2017-05-10,BEVERAGES,Prophet,0,56213.0,56781.45777099773
2017-05-11,BEVERAGES,Prophet,0,48135.0,47941.4714670128
2017-05-12,BEVERAGES,Prophet,0,62174.0,62236.99381817179
2017-05-13,BEVERAGES,Prophet,0,105447.0,85654.21162174716
2017-05-14,BEVERAGES,Prophet,0,83033.0,94417.88344894932
2017-05-15,BEVERAGES,Prophet,0,65085.0,59389.87226100789
2017-05-16,BEVERAGES,Prophet,0,59464.0,53678.56319479648
2017-05-17,BEVERAGES,Prophet,0,61996.0,56948.059344425215
2017-05-18,BEVERAGES,Prophet,0,48118.0,50025.11235808941
2017-05-19,BEVERAGES,Prophet,0,65291.0,59607.70844477775
2017-05-20,BEVERAGES,Prophet,0,97524.0,83230.24002824837
2017-05-21,BEVERAGES,Prophet,0,118750.0,92322.7189404006
2017-05-22,BEVERAGES,Prophet,0,62955.0,62315.92159232168
2017-05-23,BEVERAGES,Prophet,0,53348.0,57116.31015320256
2017-04-26,BEVERAGES,XGBoost,0,58350.0,60717.3359375
2017-04-27,BEVERAGES,XGBoost,0,47617.0,50747.50390625
2017-04-28,BEVERAGES,XGBoost,0,68118.0,64932.1640625
2017-04-29,BEVERAGES,XGBoost,0,98609.0,96047.8046875
2017-04-30,BEVERAGES,XGBoost,0,101151.0,113626.703125
2017-05-01,BEVERAGES,XGBoost,0,129197.0,70992.859375
2017-05-02,BEVERAGES,XGBoost,0,72436.0,63549.72265625
2017-05-03,BEVERAGES,XGBoost,0,71392.0,62228.80859375
2017-05-04,BEVERAGES,XGBoost,0,56089.0,51220.31640625
2017-05-05,BEVERAGES,XGBoost,0,65475.0,63892.97265625
2017-05-06,BEVERAGES,XGBoost,0,100486.0,89496.640625
2017-05-07,BEVERAGES,XGBoost,0,121316.0,105854.421875
2017-05-08,BEVERAGES,XGBoost,0,63284.0,58542.84765625
2017-05-09,BEVERAGES,XGBoost,0,52159.0,54848.203125
2017-05-10,BEVERAGES,XGBoost,0,56213.0,58325.28125
2017-05-11,BEVERAGES,XGBoost,0,48135.0,50965.4375
2017-05-12,BEVERAGES,XGBoost,0,62174.0,66681.5
2017-05-13,BEVERAGES,XGBoost,0,105447.0,86592.09375
2017-05-14,BEVERAGES,XGBoost,0,83033.0,96593.453125
2017-05-15,BEVERAGES,XGBoost,0,65085.0,60422.2109375
2017-05-16,BEVERAGES,XGBoost,0,59464.0,55507.9921875
2017-05-17,BEVERAGES,XGBoost,0,61996.0,58637.3515625
2017-05-18,BEVERAGES,XGBoost,0,48118.0,47871.2578125
2017-05-19,BEVERAGES,XGBoost,0,65291.0,63108.86328125
2017-05-20,BEVERAGES,XGBoost,0,97524.0,86185.7890625
2017-05-21,BEVERAGES,XGBoost,0,118750.0,99064.3125
2017-05-22,BEVERAGES,XGBoost,0,62955.0,59402.67578125
2017-05-23,BEVERAGES,XGBoost,0,53348.0,55719.3203125
2017-04-26,BREAD/BAKERY,Seasonal naive,0,10149.207,10538.238
2017-04-27,BREAD/BAKERY,Seasonal naive,0,7698.174,8661.812
2017-04-28,BREAD/BAKERY,Seasonal naive,0,10806.98,11102.224
2017-04-29,BREAD/BAKERY,Seasonal naive,0,13286.472,13058.552
2017-04-30,BREAD/BAKERY,Seasonal naive,0,13739.741,16764.514
2017-05-01,BREAD/BAKERY,Seasonal naive,0,18199.22,9997.071
2017-05-02,BREAD/BAKERY,Seasonal naive,0,10847.565,9251.438
2017-05-03,BREAD/BAKERY,Seasonal naive,0,11193.435,10538.238
2017-05-04,BREAD/BAKERY,Seasonal naive,0,8884.912,8661.812
2017-05-05,BREAD/BAKERY,Seasonal naive,0,10998.08,11102.224
2017-05-06,BREAD/BAKERY,Seasonal naive,0,13959.35,13058.552
2017-05-07,BREAD/BAKERY,Seasonal naive,0,17382.011,16764.514
2017-05-08,BREAD/BAKERY,Seasonal naive,0,10874.331,9997.071
2017-05-09,BREAD/BAKERY,Seasonal naive,0,9226.26,9251.438
2017-05-10,BREAD/BAKERY,Seasonal naive,0,10100.223,10538.238
2017-05-11,BREAD/BAKERY,Seasonal naive,0,8428.757,8661.812
2017-05-12,BREAD/BAKERY,Seasonal naive,0,10686.526,11102.224
2017-05-13,BREAD/BAKERY,Seasonal naive,0,15316.83,13058.552
2017-05-14,BREAD/BAKERY,Seasonal naive,0,12082.927,16764.514
2017-05-15,BREAD/BAKERY,Seasonal naive,0,11081.085,9997.071
2017-05-16,BREAD/BAKERY,Seasonal naive,0,10389.355,9251.438
2017-05-17,BREAD/BAKERY,Seasonal naive,0,10961.733,10538.238
2017-05-18,BREAD/BAKERY,Seasonal naive,0,8359.659,8661.812
2017-05-19,BREAD/BAKERY,Seasonal naive,0,11093.669,11102.224
2017-05-20,BREAD/BAKERY,Seasonal naive,0,13941.446,13058.552
2017-05-21,BREAD/BAKERY,Seasonal naive,0,17060.024,16764.514
2017-05-22,BREAD/BAKERY,Seasonal naive,0,10494.663,9997.071
2017-05-23,BREAD/BAKERY,Seasonal naive,0,8892.275,9251.438
2017-04-26,BREAD/BAKERY,Prophet,0,10149.207,11344.184548750643
2017-04-27,BREAD/BAKERY,Prophet,0,7698.174,9846.59061777177
2017-04-28,BREAD/BAKERY,Prophet,0,10806.98,11418.698799354504
2017-04-29,BREAD/BAKERY,Prophet,0,13286.472,14361.976535728018
2017-04-30,BREAD/BAKERY,Prophet,0,13739.741,16173.268013450132
2017-05-01,BREAD/BAKERY,Prophet,0,18199.22,12330.345554059644
2017-05-02,BREAD/BAKERY,Prophet,0,10847.565,10670.857419484477
2017-05-03,BREAD/BAKERY,Prophet,0,11193.435,11607.45351041644
2017-05-04,BREAD/BAKERY,Prophet,0,8884.912,9891.568499322184
2017-05-05,BREAD/BAKERY,Prophet,0,10998.08,11427.671559997314
2017-05-06,BREAD/BAKERY,Prophet,0,13959.35,14302.679911534622
2017-05-07,BREAD/BAKERY,Prophet,0,17382.011,16221.55786449554
2017-05-08,BREAD/BAKERY,Prophet,0,10874.331,11780.884759412893
2017-05-09,BREAD/BAKERY,Prophet,0,9226.26,10549.116211651848
2017-05-10,BREAD/BAKERY,Prophet,0,10100.223,11363.550937221116
2017-05-11,BREAD/BAKERY,Prophet,0,8428.757,9715.726354019784
2017-05-12,BREAD/BAKERY,Prophet,0,10686.526,11654.082958755418
2017-05-13,BREAD/BAKERY,Prophet,0,15316.83,14579.715951879369
2017-05-14,BREAD/BAKERY,Prophet,0,12082.927,16495.1307789571
2017-05-15,BREAD/BAKERY,Prophet,0,11081.085,11723.739410586491
2017-05-16,BREAD/BAKERY,Prophet,0,10389.355,10509.868504133685
2017-05-17,BREAD/BAKERY,Prophet,0,10961.733,11295.799905578684
2017-05-18,BREAD/BAKERY,Prophet,0,8359.659,9828.675398043808
2017-05-19,BREAD/BAKERY,Prophet,0,11093.669,11305.719928996725
2017-05-20,BREAD/BAKERY,Prophet,0,13941.446,14253.699652787223
2017-05-21,BREAD/BAKERY,Prophet,0,17060.024,16167.248886208456
2017-05-22,BREAD/BAKERY,Prophet,0,10494.663,11783.957887455092
2017-05-23,BREAD/BAKERY,Prophet,0,8892.275,10527.18844147616
2017-04-26,BREAD/BAKERY,XGBoost,0,10149.207,11560.4775390625
2017-04-27,BREAD/BAKERY,XGBoost,0,7698.174,10346.6318359375
2017-04-28,BREAD/BAKERY,XGBoost,0,10806.98,13067.720703125
2017-04-29,BREAD/BAKERY,XGBoost,0,13286.472,16744.341796875
2017-04-30,BREAD/BAKERY,XGBoost,0,13739.741,17042.408203125
2017-05-01,BREAD/BAKERY,XGBoost,0,18199.22,11875.8818359375
2017-05-02,BREAD/BAKERY,XGBoost,0,10847.565,10943.2578125
2017-05-03,BREAD/BAKERY,XGBoost,0,11193.435,12248.1923828125
2017-05-04,BREAD/BAKERY,XGBoost,0,8884.912,10693.2705078125
2017-05-05,BREAD/BAKERY,XGBoost,0,10998.08,13249.669921875
2017-05-06,BREAD/BAKERY,XGBoost,0,13959.35,17536.646484375
2017-05-07,BREAD/BAKERY,XGBoost,0,17382.011,19043.2734375
2017-05-08,BREAD/BAKERY,XGBoost,0,10874.331,11190.0849609375
2017-05-09,BREAD/BAKERY,XGBoost,0,9226.26,11022.44140625
2017-05-10,BREAD/BAKERY,XGBoost,0,10100.223,12696.5859375
2017-05-11,BREAD/BAKERY,XGBoost,0,8428.757,11196.244140625
2017-05-12,BREAD/BAKERY,XGBoost,0,10686.526,14462.0498046875
2017-05-13,BREAD/BAKERY,XGBoost,0,15316.83,17920.470703125
2017-05-14,BREAD/BAKERY,XGBoost,0,12082.927,18952.44921875
2017-05-15,BREAD/BAKERY,XGBoost,0,11081.085,11614.666015625
2017-05-16,BREAD/BAKERY,XGBoost,0,10389.355,11286.767578125
2017-05-17,BREAD/BAKERY,XGBoost,0,10961.733,13248.5341796875
2017-05-18,BREAD/BAKERY,XGBoost,0,8359.659,11457.974609375
2017-05-19,BREAD/BAKERY,XGBoost,0,11093.669,14553.2109375
2017-05-20,BREAD/BAKERY,XGBoost,0,13941.446,18076.552734375
2017-05-21,BREAD/BAKERY,XGBoost,0,17060.024,19612.01171875
2017-05-22,BREAD/BAKERY,XGBoost,0,10494.663,11881.5546875
2017-05-23,BREAD/BAKERY,XGBoost,0,8892.275,11578.4033203125
2017-04-26,CLEANING,Seasonal naive,0,19516.0,18420.0
2017-04-27,CLEANING,Seasonal naive,0,15225.0,16653.0
2017-04-28,CLEANING,Seasonal naive,0,20643.0,20202.0
2017-04-29,CLEANING,Seasonal naive,0,27318.0,25417.0
2017-04-30,CLEANING,Seasonal naive,0,29463.0,30688.0
2017-05-01,CLEANING,Seasonal naive,0,38317.0,18728.0
2017-05-02,CLEANING,Seasonal naive,0,22182.0,16645.0
2017-05-03,CLEANING,Seasonal naive,0,23462.0,18420.0
2017-05-04,CLEANING,Seasonal naive,0,18908.0,16653.0
2017-05-05,CLEANING,Seasonal naive,0,20445.0,20202.0
2017-05-06,CLEANING,Seasonal naive,0,27504.0,25417.0
2017-05-07,CLEANING,Seasonal naive,0,31574.0,30688.0
2017-05-08,CLEANING,Seasonal naive,0,19955.0,18728.0
2017-05-09,CLEANING,Seasonal naive,0,16298.0,16645.0
2017-05-10,CLEANING,Seasonal naive,0,17412.0,18420.0
2017-05-11,CLEANING,Seasonal naive,0,14759.0,16653.0
2017-05-12,CLEANING,Seasonal naive,0,18183.0,20202.0
2017-05-13,CLEANING,Seasonal naive,0,26708.0,25417.0
2017-05-14,CLEANING,Seasonal naive,0,19738.0,30688.0
2017-05-15,CLEANING,Seasonal naive,0,19986.0,18728.0
2017-05-16,CLEANING,Seasonal naive,0,19916.0,16645.0
2017-05-17,CLEANING,Seasonal naive,0,20613.0,18420.0
2017-05-18,CLEANING,Seasonal naive,0,15459.0,16653.0
2017-05-19,CLEANING,Seasonal naive,0,20234.0,20202.0
2017-05-20,CLEANING,Seasonal naive,0,28623.0,25417.0
2017-05-21,CLEANING,Seasonal naive,0,32653.0,30688.0
2017-05-22,CLEANING,Seasonal naive,0,20760.0,18728.0
2017-05-23,CLEANING,Seasonal naive,0,18680.0,16645.0
2017-04-26,CLEANING,Prophet,0,19516.0,19816.171613775743
2017-04-27,CLEANING,Prophet,0,15225.0,16775.624366354896
2017-04-28,CLEANING,Prophet,0,20643.0,19240.66191082589
2017-04-29,CLEANING,Prophet,0,27318.0,26659.378329938045
2017-04-30,CLEANING,Prophet,0,29463.0,28981.61140147873
2017-05-01,CLEANING,Prophet,0,38317.0,22157.935650132997
2017-05-02,CLEANING,Prophet,0,22182.0,18091.0847682632
2017-05-03,CLEANING,Prophet,0,23462.0,19485.367313681723
2017-05-04,CLEANING,Prophet,0,18908.0,16232.043032304138
2017-05-05,CLEANING,Prophet,0,20445.0,18653.54133174106
2017-05-06,CLEANING,Prophet,0,27504.0,26206.12234409235
2017-05-07,CLEANING,Prophet,0,31574.0,28806.58903292824
2017-05-08,CLEANING,Prophet,0,19955.0,19831.90181790345
2017-05-09,CLEANING,Prophet,0,16298.0,17694.06656997697
2017-05-10,CLEANING,Prophet,0,17412.0,19790.605288536724
2017-05-11,CLEANING,Prophet,0,14759.0,16170.733573433095
2017-05-12,CLEANING,Prophet,0,18183.0,20404.976455965705
2017-05-13,CLEANING,Prophet,0,26708.0,28134.821222360897
2017-05-14,CLEANING,Prophet,0,19738.0,30747.228367229774
2017-05-15,CLEANING,Prophet,0,19986.0,20360.41922444072
2017-05-16,CLEANING,Prophet,0,19916.0,18420.29445141697
2017-05-17,CLEANING,Prophet,0,20613.0,19805.14957143025
2017-05-18,CLEANING,Prophet,0,15459.0,16639.18973560521
2017-05-19,CLEANING,Prophet,0,20234.0,19303.06091590887
2017-05-20,CLEANING,Prophet,0,28623.0,27115.46517334464
2017-05-21,CLEANING,Prophet,0,32653.0,29778.9838138244
2017-05-22,CLEANING,Prophet,0,20760.0,21042.81201240706
2017-05-23,CLEANING,Prophet,0,18680.0,18931.683396198856
2017-04-26,CLEANING,XGBoost,0,19516.0,18133.10546875
2017-04-27,CLEANING,XGBoost,0,15225.0,15828.912109375
2017-04-28,CLEANING,XGBoost,0,20643.0,20499.716796875
2017-04-29,CLEANING,XGBoost,0,27318.0,29128.35546875
2017-04-30,CLEANING,XGBoost,0,29463.0,31923.095703125
2017-05-01,CLEANING,XGBoost,0,38317.0,20942.4140625
2017-05-02,CLEANING,XGBoost,0,22182.0,18940.669921875
2017-05-03,CLEANING,XGBoost,0,23462.0,18691.791015625
2017-05-04,CLEANING,XGBoost,0,18908.0,17134.1953125
2017-05-05,CLEANING,XGBoost,0,20445.0,20954.80859375
2017-05-06,CLEANING,XGBoost,0,27504.0,29027.521484375
2017-05-07,CLEANING,XGBoost,0,31574.0,32570.37890625
2017-05-08,CLEANING,XGBoost,0,19955.0,18561.013671875
2017-05-09,CLEANING,XGBoost,0,16298.0,16170.7861328125
2017-05-10,CLEANING,XGBoost,0,17412.0,17098.7578125
2017-05-11,CLEANING,XGBoost,0,14759.0,15955.9404296875
2017-05-12,CLEANING,XGBoost,0,18183.0,21210.48046875
2017-05-13,CLEANING,XGBoost,0,26708.0,28830.740234375
2017-05-14,CLEANING,XGBoost,0,19738.0,32667.693359375
2017-05-15,CLEANING,XGBoost,0,19986.0,18951.12890625
2017-05-16,CLEANING,XGBoost,0,19916.0,16757.8515625
2017-05-17,CLEANING,XGBoost,0,20613.0,18123.775390625
2017-05-18,CLEANING,XGBoost,0,15459.0,16588.71875
2017-05-19,CLEANING,XGBoost,0,20234.0,21542.486328125
2017-05-20,CLEANING,XGBoost,0,28623.0,28790.974609375
2017-05-21,CLEANING,XGBoost,0,32653.0,33550.12109375
2017-05-22,CLEANING,XGBoost,0,20760.0,18680.392578125
2017-05-23,CLEANING,XGBoost,0,18680.0,16536.728515625
2017-04-26,DAIRY,Seasonal naive,0,18125.0,18688.0
2017-04-27,DAIRY,Seasonal naive,0,14411.0,15616.0
2017-04-28,DAIRY,Seasonal naive,0,19621.0,21019.0
2017-04-29,DAIRY,Seasonal naive,0,26322.0,25837.0
2017-04-30,DAIRY,Seasonal naive,0,27221.0,32302.0
2017-05-01,DAIRY,Seasonal naive,0,34813.0,17898.0
2017-05-02,DAIRY,Seasonal naive,0,20664.0,16553.0
2017-05-03,DAIRY,Seasonal naive,0,21514.0,18688.0
2017-05-04,DAIRY,Seasonal naive,0,17305.0,15616.0
2017-05-05,DAIRY,Seasonal naive,0,20177.0,21019.0
2017-05-06,DAIRY,Seasonal naive,0,27088.0,25837.0
2017-05-07,DAIRY,Seasonal naive,0,33169.0,32302.0
2017-05-08,DAIRY,Seasonal naive,0,19371.0,17898.0
2017-05-09,DAIRY,Seasonal naive,0,16193.0,16553.0
2017-05-10,DAIRY,Seasonal naive,0,18920.0,18688.0
2017-05-11,DAIRY,Seasonal naive,0,14664.0,15616.0
2017-05-12,DAIRY,Seasonal naive,0,19616.0,21019.0
2017-05-13,DAIRY,Seasonal naive,0,31230.0,25837.0
2017-05-14,DAIRY,Seasonal naive,0,21574.0,32302.0
2017-05-15,DAIRY,Seasonal naive,0,18711.0,17898.0
2017-05-16,DAIRY,Seasonal naive,0,17706.0,16553.0
2017-05-17,DAIRY,Seasonal naive,0,18900.0,18688.0
2017-05-18,DAIRY,Seasonal naive,0,14239.0,15616.0
2017-05-19,DAIRY,Seasonal naive,0,18963.0,21019.0
2017-05-20,DAIRY,Seasonal naive,0,26330.0,25837.0
2017-05-21,DAIRY,Seasonal naive,0,31837.0,32302.0
2017-05-22,DAIRY,Seasonal naive,0,18015.0,17898.0
2017-05-23,DAIRY,Seasonal naive,0,15179.0,16553.0
2017-04-26,DAIRY,Prophet,0,18125.0,19207.60281749041
2017-04-27,DAIRY,Prophet,0,14411.0,16361.443568980212
2017-04-28,DAIRY,Prophet,0,19621.0,19394.82699940515
2017-04-29,DAIRY,Prophet,0,26322.0,25310.9038961618
2017-04-30,DAIRY,Prophet,0,27221.0,27463.32522568598
2017-05-01,DAIRY,Prophet,0,34813.0,20863.82485571028
2017-05-02,DAIRY,Prophet,0,20664.0,17701.200941654995
2017-05-03,DAIRY,Prophet,0,21514.0,19712.77913139298
2017-05-04,DAIRY,Prophet,0,17305.0,16636.5437363569
2017-05-05,DAIRY,Prophet,0,20177.0,19663.51367551062
2017-05-06,DAIRY,Prophet,0,27088.0,25451.293178080174
2017-05-07,DAIRY,Prophet,0,33169.0,27768.17219842574
2017-05-08,DAIRY,Prophet,0,19371.0,19917.52730051421
2017-05-09,DAIRY,Prophet,0,16193.0,18224.29869502612
2017-05-10,DAIRY,Prophet,0,18920.0,20212.067551429223
2017-05-11,DAIRY,Prophet,0,14664.0,16796.84702559092
2017-05-12,DAIRY,Prophet,0,19616.0,20904.79793637368
2017-05-13,DAIRY,Prophet,0,31230.0,26849.37315825726
2017-05-14,DAIRY,Prophet,0,21574.0,29059.992422889463
2017-05-15,DAIRY,Prophet,0,18711.0,20124.60006606346
2017-05-16,DAIRY,Prophet,0,17706.0,18253.568588074435
2017-05-17,DAIRY,Prophet,0,18900.0,19792.361778237373
2017-05-18,DAIRY,Prophet,0,14239.0,16923.85981261131
2017-05-19,DAIRY,Prophet,0,18963.0,19915.93229594604
2017-05-20,DAIRY,Prophet,0,26330.0,25802.12720159631
2017-05-21,DAIRY,Prophet,0,31837.0,28006.831025914165
2017-05-22,DAIRY,Prophet,0,18015.0,20151.195390756904
2017-05-23,DAIRY,Prophet,0,15179.0,18188.73092474128
2017-04-26,DAIRY,XGBoost,0,18125.0,18384.060546875
2017-04-27,DAIRY,XGBoost,0,14411.0,16817.892578125
2017-04-28,DAIRY,XGBoost,0,19621.0,22531.208984375
2017-04-29,DAIRY,XGBoost,0,26322.0,30347.447265625
2017-04-30,DAIRY,XGBoost,0,27221.0,33714.8515625
2017-05-01,DAIRY,XGBoost,0,34813.0,20341.748046875
2017-05-02,DAIRY,XGBoost,0,20664.0,18160.048828125
2017-05-03,DAIRY,XGBoost,0,21514.0,18764.1171875
2017-05-04,DAIRY,XGBoost,0,17305.0,16140.4287109375
2017-05-05,DAIRY,XGBoost,0,20177.0,21256.21875
2017-05-06,DAIRY,XGBoost,0,27088.0,29069.6484375
2017-05-07,DAIRY,XGBoost,0,33169.0,33878.4609375
2017-05-08,DAIRY,XGBoost,0,19371.0,18394.6171875
2017-05-09,DAIRY,XGBoost,0,16193.0,16320.9677734375
2017-05-10,DAIRY,XGBoost,0,18920.0,18307.572265625
2017-05-11,DAIRY,XGBoost,0,14664.0,17830.333984375
2017-05-12,DAIRY,XGBoost,0,19616.0,23344.18359375
2017-05-13,DAIRY,XGBoost,0,31230.0,30427.25
2017-05-14,DAIRY,XGBoost,0,21574.0,33420.62890625
2017-05-15,DAIRY,XGBoost,0,18711.0,19154.599609375
2017-05-16,DAIRY,XGBoost,0,17706.0,17161.59765625
2017-05-17,DAIRY,XGBoost,0,18900.0,18630.05078125
2017-05-18,DAIRY,XGBoost,0,14239.0,16054.46484375
2017-05-19,DAIRY,XGBoost,0,18963.0,21476.123046875
2017-05-20,DAIRY,XGBoost,0,26330.0,28736.9140625
2017-05-21,DAIRY,XGBoost,0,31837.0,34098.8984375
2017-05-22,DAIRY,XGBoost,0,18015.0,18166.986328125
2017-05-23,DAIRY,XGBoost,0,15179.0,16220.369140625
2017-04-26,GROCERY I,Seasonal naive,0,69907.0,75085.0
2017-04-27,GROCERY I,Seasonal naive,0,55735.0,65682.0
2017-04-28,GROCERY I,Seasonal naive,0,79311.0,81324.0
2017-04-29,GROCERY I,Seasonal naive,0,112502.0,102416.0
2017-04-30,GROCERY I,Seasonal naive,0,115349.0,128010.0
2017-05-01,GROCERY I,Seasonal naive,0,153655.0,73557.0
2017-05-02,GROCERY I,Seasonal naive,0,84988.0,66051.0
2017-05-03,GROCERY I,Seasonal naive,0,90874.0,75085.0
2017-05-04,GROCERY I,Seasonal naive,0,68877.0,65682.0
2017-05-05,GROCERY I,Seasonal naive,0,84041.0,81324.0
2017-05-06,GROCERY I,Seasonal naive,0,111947.0,102416.0
2017-05-07,GROCERY I,Seasonal naive,0,135853.0,128010.0
2017-05-08,GROCERY I,Seasonal naive,0,81205.0,73557.0
2017-05-09,GROCERY I,Seasonal naive,0,71452.0,66051.0
2017-05-10,GROCERY I,Seasonal naive,0,74304.0,75085.0
2017-05-11,GROCERY I,Seasonal naive,0,62205.0,65682.0
2017-05-12,GROCERY I,Seasonal naive,0,79084.0,81324.0
2017-05-13,GROCERY I,Seasonal naive,0,121940.0,102416.0
2017-05-14,GROCERY I,Seasonal naive,0,90782.0,128010.0
2017-05-15,GROCERY I,Seasonal naive,0,80175.0,73557.0
2017-05-16,GROCERY I,Seasonal naive,0,77023.0,66051.0
2017-05-17,GROCERY I,Seasonal naive,0,80346.0,75085.0
2017-05-18,GROCERY I,Seasonal naive,0,59672.0,65682.0
2017-05-19,GROCERY I,Seasonal naive,0,77954.0,81324.0
2017-05-20,GROCERY I,Seasonal naive,0,111489.0,102416.0
2017-05-21,GROCERY I,Seasonal naive,0,133120.0,128010.0
2017-05-22,GROCERY I,Seasonal naive,0,75111.0,73557.0
2017-05-23,GROCERY I,Seasonal naive,0,66478.0,66051.0
2017-04-26,GROCERY I,Prophet,0,69907.0,83759.47297748284
2017-04-27,GROCERY I,Prophet,0,55735.0,72703.29164990975
2017-04-28,GROCERY I,Prophet,0,79311.0,81949.82741195556
2017-04-29,GROCERY I,Prophet,0,112502.0,109449.52920677573
2017-04-30,GROCERY I,Prophet,0,115349.0,118919.06206032858
2017-05-01,GROCERY I,Prophet,0,153655.0,92705.93831548007
2017-05-02,GROCERY I,Prophet,0,84988.0,75511.55455155368
2017-05-03,GROCERY I,Prophet,0,90874.0,81425.55956980726
2017-05-04,GROCERY I,Prophet,0,68877.0,67150.73940511743
2017-05-05,GROCERY I,Prophet,0,84041.0,76914.09788643142
2017-05-06,GROCERY I,Prophet,0,111947.0,104321.77720239852
2017-05-07,GROCERY I,Prophet,0,135853.0,115328.52995673334
2017-05-08,GROCERY I,Prophet,0,81205.0,80900.41800420811
2017-05-09,GROCERY I,Prophet,0,71452.0,73034.73836961092
2017-05-10,GROCERY I,Prophet,0,74304.0,78373.91834248365
2017-05-11,GROCERY I,Prophet,0,62205.0,65079.35866154544
2017-05-12,GROCERY I,Prophet,0,79084.0,83509.99824289045
2017-05-13,GROCERY I,Prophet,0,121940.0,112209.08837717284
2017-05-14,GROCERY I,Prophet,0,90782.0,122322.83636655843
2017-05-15,GROCERY I,Prophet,0,80175.0,80147.35971330684
2017-05-16,GROCERY I,Prophet,0,77023.0,72991.39443237189
2017-05-17,GROCERY I,Prophet,0,80346.0,76464.72367522499
2017-05-18,GROCERY I,Prophet,0,59672.0,65932.48836369271
2017-05-19,GROCERY I,Prophet,0,77954.0,75312.24318720528
2017-05-20,GROCERY I,Prophet,0,111489.0,104613.37956580945
2017-05-21,GROCERY I,Prophet,0,133120.0,115178.42681701486
2017-05-22,GROCERY I,Prophet,0,75111.0,81048.45377313574
2017-05-23,GROCERY I,Prophet,0,66478.0,73554.1329620372
2017-04-26,GROCERY I,XGBoost,0,69907.0,73286.546875
2017-04-27,GROCERY I,XGBoost,0,55735.0,67809.3046875
2017-04-28,GROCERY I,XGBoost,0,79311.0,84754.4453125
2017-04-29,GROCERY I,XGBoost,0,112502.0,110317.140625
2017-04-30,GROCERY I,XGBoost,0,115349.0,137713.921875
2017-05-01,GROCERY I,XGBoost,0,153655.0,87286.0390625
2017-05-02,GROCERY I,XGBoost,0,84988.0,75103.9765625
2017-05-03,GROCERY I,XGBoost,0,90874.0,75596.640625
2017-05-04,GROCERY I,XGBoost,0,68877.0,66712.8125
2017-05-05,GROCERY I,XGBoost,0,84041.0,74542.5234375
2017-05-06,GROCERY I,XGBoost,0,111947.0,106150.25
