fold,family,model,date,day_offset,actual,predicted
0,BEVERAGES,Prophet,2017-05-03,8,71392.0,56543.04323517626
0,BEVERAGES,Prophet,2017-05-04,9,56089.0,47248.05414987628
0,BEVERAGES,Prophet,2017-05-05,10,65475.0,55929.877350763825
0,BEVERAGES,Prophet,2017-05-06,11,100486.0,78676.68345478311
0,BEVERAGES,Prophet,2017-05-07,12,121316.0,87379.67281242975
0,BEVERAGES,Prophet,2017-05-08,13,63284.0,56654.85380831289
0,BEVERAGES,Prophet,2017-05-09,14,52159.0,50474.48757418785
0,BEVERAGES,Prophet,2017-05-10,15,56213.0,56781.45777099773
0,BEVERAGES,Prophet,2017-05-11,16,48135.0,47941.4714670128
0,BEVERAGES,Prophet,2017-05-12,17,62174.0,62236.99381817179
0,BEVERAGES,Prophet,2017-05-13,18,105447.0,85654.21162174716
0,BEVERAGES,Prophet,2017-05-14,19,83033.0,94417.88344894933
0,BEVERAGES,Prophet,2017-05-15,20,65085.0,59389.872261007884
0,BEVERAGES,Prophet,2017-05-16,21,59464.0,53678.56319479648
0,BEVERAGES,Prophet,2017-05-17,22,61996.0,56948.059344425215
0,BEVERAGES,Prophet,2017-05-18,23,48118.0,50025.11235808941
0,BEVERAGES,Prophet,2017-05-19,24,65291.0,59607.708444777745
0,BEVERAGES,Prophet,2017-05-20,25,97524.0,83230.24002824837
0,BEVERAGES,Prophet,2017-05-21,26,118750.0,92322.7189404006
0,BEVERAGES,Prophet,2017-05-22,27,62955.0,62315.92159232168
0,BEVERAGES,Prophet,2017-05-23,28,53348.0,57116.31015320256
0,BEVERAGES,XGBoost,2017-04-26,1,58350.0,60717.3359375
0,BEVERAGES,XGBoost,2017-04-27,2,47617.0,50747.50390625
0,BEVERAGES,XGBoost,2017-04-28,3,68118.0,64932.1640625
0,BEVERAGES,XGBoost,2017-04-29,4,98609.0,96047.8046875
0,BEVERAGES,XGBoost,2017-04-30,5,101151.0,113626.703125
0,BEVERAGES,XGBoost,2017-05-01,6,129197.0,70992.859375
0,BEVERAGES,XGBoost,2017-05-02,7,72436.0,63549.72265625
0,BEVERAGES,XGBoost,2017-05-03,8,71392.0,62228.80859375
0,BEVERAGES,XGBoost,2017-05-04,9,56089.0,51220.31640625
0,BEVERAGES,XGBoost,2017-05-05,10,65475.0,63892.97265625
0,BEVERAGES,XGBoost,2017-05-06,11,100486.0,89496.640625
0,BEVERAGES,XGBoost,2017-05-07,12,121316.0,105854.421875
0,BEVERAGES,XGBoost,2017-05-08,13,63284.0,58542.84765625
0,BEVERAGES,XGBoost,2017-05-09,14,52159.0,54848.203125
0,BEVERAGES,XGBoost,2017-05-10,15,56213.0,58325.28125
0,BEVERAGES,XGBoost,2017-05-11,16,48135.0,50965.4375
0,BEVERAGES,XGBoost,2017-05-12,17,62174.0,66681.5
0,BEVERAGES,XGBoost,2017-05-13,18,105447.0,86592.09375
0,BEVERAGES,XGBoost,2017-05-14,19,83033.0,96593.453125
0,BEVERAGES,XGBoost,2017-05-15,20,65085.0,60422.2109375
0,BEVERAGES,XGBoost,2017-05-16,21,59464.0,55507.9921875
0,BEVERAGES,XGBoost,2017-05-17,22,61996.0,58637.3515625
0,BEVERAGES,XGBoost,2017-05-18,23,48118.0,47871.2578125
0,BEVERAGES,XGBoost,2017-05-19,24,65291.0,63108.86328125
0,BEVERAGES,XGBoost,2017-05-20,25,97524.0,86185.7890625
0,BEVERAGES,XGBoost,2017-05-21,26,118750.0,99064.3125
0,BEVERAGES,XGBoost,2017-05-22,27,62955.0,59402.67578125
0,BEVERAGES,XGBoost,2017-05-23,28,53348.0,55719.3203125
0,BREAD/BAKERY,Seasonal naive,2017-04-26,1,10149.207,10538.238
0,BREAD/BAKERY,Seasonal naive,2017-04-27,2,7698.174,8661.812
0,BREAD/BAKERY,Seasonal naive,2017-04-28,3,10806.98,11102.224
0,BREAD/BAKERY,Seasonal naive,2017-04-29,4,13286.472,13058.552
0,BREAD/BAKERY,Seasonal naive,2017-04-30,5,13739.741,16764.514
0,BREAD/BAKERY,Seasonal naive,2017-05-01,6,18199.22,9997.071
0,BREAD/BAKERY,Seasonal naive,2017-05-02,7,10847.565,9251.438
0,BREAD/BAKERY,Seasonal naive,2017-05-03,8,11193.435,10538.238
0,BREAD/BAKERY,Seasonal naive,2017-05-04,9,8884.912,8661.812
0,BREAD/BAKERY,Seasonal naive,2017-05-05,10,10998.08,11102.224
0,BREAD/BAKERY,Seasonal naive,2017-05-06,11,13959.35,13058.552
0,BREAD/BAKERY,Seasonal naive,2017-05-07,12,17382.011,16764.514
0,BREAD/BAKERY,Seasonal naive,2017-05-08,13,10874.331,9997.071
0,BREAD/BAKERY,Seasonal naive,2017-05-09,14,9226.26,9251.438
0,BREAD/BAKERY,Seasonal naive,2017-05-10,15,10100.223,10538.238
0,BREAD/BAKERY,Seasonal naive,2017-05-11,16,8428.757,8661.812
0,BREAD/BAKERY,Seasonal naive,2017-05-12,17,10686.526,11102.224
0,BREAD/BAKERY,Seasonal naive,2017-05-13,18,15316.83,13058.552
0,BREAD/BAKERY,Seasonal naive,2017-05-14,19,12082.927,16764.514
0,BREAD/BAKERY,Seasonal naive,2017-05-15,20,11081.085000000001,9997.071
0,BREAD/BAKERY,Seasonal naive,2017-05-16,21,10389.355,9251.438
0,BREAD/BAKERY,Seasonal naive,2017-05-17,22,10961.733,10538.238
0,BREAD/BAKERY,Seasonal naive,2017-05-18,23,8359.659,8661.812
0,BREAD/BAKERY,Seasonal naive,2017-05-19,24,11093.669,11102.224
0,BREAD/BAKERY,Seasonal naive,2017-05-20,25,13941.446,13058.552
0,BREAD/BAKERY,Seasonal naive,2017-05-21,26,17060.024,16764.514
0,BREAD/BAKERY,Seasonal naive,2017-05-22,27,10494.663,9997.071
0,BREAD/BAKERY,Seasonal naive,2017-05-23,28,8892.275,9251.438
0,BREAD/BAKERY,Prophet,2017-04-26,1,10149.207,11344.184548750645
0,BREAD/BAKERY,Prophet,2017-04-27,2,7698.174,9846.59061777177
0,BREAD/BAKERY,Prophet,2017-04-28,3,10806.98,11418.698799354503
0,BREAD/BAKERY,Prophet,2017-04-29,4,13286.472,14361.976535728018
0,BREAD/BAKERY,Prophet,2017-04-30,5,13739.741,16173.268013450132
0,BREAD/BAKERY,Prophet,2017-05-01,6,18199.22,12330.345554059644
0,BREAD/BAKERY,Prophet,2017-05-02,7,10847.565,10670.857419484477
0,BREAD/BAKERY,Prophet,2017-05-03,8,11193.435,11607.45351041644
0,BREAD/BAKERY,Prophet,2017-05-04,9,8884.912,9891.568499322184
0,BREAD/BAKERY,Prophet,2017-05-05,10,10998.08,11427.671559997314
0,BREAD/BAKERY,Prophet,2017-05-06,11,13959.35,14302.679911534622
0,BREAD/BAKERY,Prophet,2017-05-07,12,17382.011,16221.557864495539
0,BREAD/BAKERY,Prophet,2017-05-08,13,10874.331,11780.884759412891
0,BREAD/BAKERY,Prophet,2017-05-09,14,9226.26,10549.116211651848
0,BREAD/BAKERY,Prophet,2017-05-10,15,10100.223,11363.550937221116
0,BREAD/BAKERY,Prophet,2017-05-11,16,8428.757,9715.726354019784
0,BREAD/BAKERY,Prophet,2017-05-12,17,10686.526,11654.082958755418
0,BREAD/BAKERY,Prophet,2017-05-13,18,15316.83,14579.715951879369
0,BREAD/BAKERY,Prophet,2017-05-14,19,12082.927,16495.1307789571
0,BREAD/BAKERY,Prophet,2017-05-15,20,11081.085000000001,11723.739410586491
0,BREAD/BAKERY,Prophet,2017-05-16,21,10389.355,10509.868504133683
0,BREAD/BAKERY,Prophet,2017-05-17,22,10961.733,11295.799905578684
0,BREAD/BAKERY,Prophet,2017-05-18,23,8359.659,9828.675398043808
0,BREAD/BAKERY,Prophet,2017-05-19,24,11093.669,11305.719928996723
0,BREAD/BAKERY,Prophet,2017-05-20,25,13941.446,14253.699652787225
0,BREAD/BAKERY,Prophet,2017-05-21,26,17060.024,16167.248886208457
0,BREAD/BAKERY,Prophet,2017-05-22,27,10494.663,11783.957887455092
0,BREAD/BAKERY,Prophet,2017-05-23,28,8892.275,10527.188441476159
0,BREAD/BAKERY,XGBoost,2017-04-26,1,10149.207,11560.4775390625
0,BREAD/BAKERY,XGBoost,2017-04-27,2,7698.174,10346.6318359375
0,BREAD/BAKERY,XGBoost,2017-04-28,3,10806.98,13067.720703125
0,BREAD/BAKERY,XGBoost,2017-04-29,4,13286.472,16744.341796875
0,BREAD/BAKERY,XGBoost,2017-04-30,5,13739.741,17042.408203125
0,BREAD/BAKERY,XGBoost,2017-05-01,6,18199.22,11875.8818359375
0,BREAD/BAKERY,XGBoost,2017-05-02,7,10847.565,10943.2578125
0,BREAD/BAKERY,XGBoost,2017-05-03,8,11193.435,12248.1923828125
0,BREAD/BAKERY,XGBoost,2017-05-04,9,8884.912,10693.2705078125
0,BREAD/BAKERY,XGBoost,2017-05-05,10,10998.08,13249.669921875
0,BREAD/BAKERY,XGBoost,2017-05-06,11,13959.35,17536.646484375
0,BREAD/BAKERY,XGBoost,2017-05-07,12,17382.011,19043.2734375
0,BREAD/BAKERY,XGBoost,2017-05-08,13,10874.331,11190.0849609375
0,BREAD/BAKERY,XGBoost,2017-05-09,14,9226.26,11022.44140625
0,BREAD/BAKERY,XGBoost,2017-05-10,15,10100.223,12696.5859375
0,BREAD/BAKERY,XGBoost,2017-05-11,16,8428.757,11196.244140625
0,BREAD/BAKERY,XGBoost,2017-05-12,17,10686.526,14462.0498046875
0,BREAD/BAKERY,XGBoost,2017-05-13,18,15316.83,17920.470703125
0,BREAD/BAKERY,XGBoost,2017-05-14,19,12082.927,18952.44921875
0,BREAD/BAKERY,XGBoost,2017-05-15,20,11081.085000000001,11614.666015625
0,BREAD/BAKERY,XGBoost,2017-05-16,21,10389.355,11286.767578125
0,BREAD/BAKERY,XGBoost,2017-05-17,22,10961.733,13248.5341796875
0,BREAD/BAKERY,XGBoost,2017-05-18,23,8359.659,11457.974609375
0,BREAD/BAKERY,XGBoost,2017-05-19,24,11093.669,14553.2109375
0,BREAD/BAKERY,XGBoost,2017-05-20,25,13941.446,18076.552734375
0,BREAD/BAKERY,XGBoost,2017-05-21,26,17060.024,19612.01171875
0,BREAD/BAKERY,XGBoost,2017-05-22,27,10494.663,11881.5546875
0,BREAD/BAKERY,XGBoost,2017-05-23,28,8892.275,11578.4033203125
0,CLEANING,Seasonal naive,2017-04-26,1,19516.0,18420.0
0,CLEANING,Seasonal naive,2017-04-27,2,15225.0,16653.0
0,CLEANING,Seasonal naive,2017-04-28,3,20643.0,20202.0
0,CLEANING,Seasonal naive,2017-04-29,4,27318.0,25417.0
0,CLEANING,Seasonal naive,2017-04-30,5,29463.0,30688.0
0,CLEANING,Seasonal naive,2017-05-01,6,38317.0,18728.0
0,CLEANING,Seasonal naive,2017-05-02,7,22182.0,16645.0
0,CLEANING,Seasonal naive,2017-05-03,8,23462.0,18420.0
0,CLEANING,Seasonal naive,2017-05-04,9,18908.0,16653.0
0,CLEANING,Seasonal naive,2017-05-05,10,20445.0,20202.0
0,CLEANING,Seasonal naive,2017-05-06,11,27504.0,25417.0
0,CLEANING,Seasonal naive,2017-05-07,12,31574.0,30688.0
0,CLEANING,Seasonal naive,2017-05-08,13,19955.0,18728.0
0,CLEANING,Seasonal naive,2017-05-09,14,16298.0,16645.0
0,CLEANING,Seasonal naive,2017-05-10,15,17412.0,18420.0
0,CLEANING,Seasonal naive,2017-05-11,16,14759.0,16653.0
0,CLEANING,Seasonal naive,2017-05-12,17,18183.0,20202.0
0,CLEANING,Seasonal naive,2017-05-13,18,26708.0,25417.0
0,CLEANING,Seasonal naive,2017-05-14,19,19738.0,30688.0
0,CLEANING,Seasonal naive,2017-05-15,20,19986.0,18728.0
0,CLEANING,Seasonal naive,2017-05-16,21,19916.0,16645.0
0,CLEANING,Seasonal naive,2017-05-17,22,20613.0,18420.0
0,CLEANING,Seasonal naive,2017-05-18,23,15459.0,16653.0
0,CLEANING,Seasonal naive,2017-05-19,24,20234.0,20202.0
0,CLEANING,Seasonal naive,2017-05-20,25,28623.0,25417.0
0,CLEANING,Seasonal naive,2017-05-21,26,32653.0,30688.0
0,CLEANING,Seasonal naive,2017-05-22,27,20760.0,18728.0
0,CLEANING,Seasonal naive,2017-05-23,28,18680.0,16645.0
0,CLEANING,Prophet,2017-04-26,1,19516.0,19816.171613775743
0,CLEANING,Prophet,2017-04-27,2,15225.0,16775.624366354896
0,CLEANING,Prophet,2017-04-28,3,20643.0,19240.66191082589
0,CLEANING,Prophet,2017-04-29,4,27318.0,26659.378329938045
0,CLEANING,Prophet,2017-04-30,5,29463.0,28981.611401478734
0,CLEANING,Prophet,2017-05-01,6,38317.0,22157.935650132993
0,CLEANING,Prophet,2017-05-02,7,22182.0,18091.084768263197
0,CLEANING,Prophet,2017-05-03,8,23462.0,19485.367313681723
0,CLEANING,Prophet,2017-05-04,9,18908.0,16232.043032304138
0,CLEANING,Prophet,2017-05-05,10,20445.0,18653.54133174106
0,CLEANING,Prophet,2017-05-06,11,27504.0,26206.12234409235
0,CLEANING,Prophet,2017-05-07,12,31574.0,28806.58903292824
0,CLEANING,Prophet,2017-05-08,13,19955.0,19831.90181790345
0,CLEANING,Prophet,2017-05-09,14,16298.0,17694.06656997697
0,CLEANING,Prophet,2017-05-10,15,17412.0,19790.605288536724
0,CLEANING,Prophet,2017-05-11,16,14759.0,16170.733573433097
0,CLEANING,Prophet,2017-05-12,17,18183.0,20404.976455965705
0,CLEANING,Prophet,2017-05-13,18,26708.0,28134.821222360897
0,CLEANING,Prophet,2017-05-14,19,19738.0,30747.228367229778
0,CLEANING,Prophet,2017-05-15,20,19986.0,20360.419224440717
0,CLEANING,Prophet,2017-05-16,21,19916.0,18420.294451416972
0,CLEANING,Prophet,2017-05-17,22,20613.0,19805.149571430255
0,CLEANING,Prophet,2017-05-18,23,15459.0,16639.18973560521
0,CLEANING,Prophet,2017-05-19,24,20234.0,19303.06091590887
0,CLEANING,Prophet,2017-05-20,25,28623.0,27115.465173344637
0,CLEANING,Prophet,2017-05-21,26,32653.0,29778.983813824398
0,CLEANING,Prophet,2017-05-22,27,20760.0,21042.81201240706
0,CLEANING,Prophet,2017-05-23,28,18680.0,18931.683396198856
0,CLEANING,XGBoost,2017-04-26,1,19516.0,18133.10546875
0,CLEANING,XGBoost,2017-04-27,2,15225.0,15828.912109375
0,CLEANING,XGBoost,2017-04-28,3,20643.0,20499.716796875
0,CLEANING,XGBoost,2017-04-29,4,27318.0,29128.35546875
0,CLEANING,XGBoost,2017-04-30,5,29463.0,31923.095703125
0,CLEANING,XGBoost,2017-05-01,6,38317.0,20942.4140625
0,CLEANING,XGBoost,2017-05-02,7,22182.0,18940.669921875
0,CLEANING,XGBoost,2017-05-03,8,23462.0,18691.791015625
0,CLEANING,XGBoost,2017-05-04,9,18908.0,17134.1953125
0,CLEANING,XGBoost,2017-05-05,10,20445.0,20954.80859375
0,CLEANING,XGBoost,2017-05-06,11,27504.0,29027.521484375
0,CLEANING,XGBoost,2017-05-07,12,31574.0,32570.37890625
0,CLEANING,XGBoost,2017-05-08,13,19955.0,18561.013671875
0,CLEANING,XGBoost,2017-05-09,14,16298.0,16170.7861328125
0,CLEANING,XGBoost,2017-05-10,15,17412.0,17098.7578125
0,CLEANING,XGBoost,2017-05-11,16,14759.0,15955.9404296875
0,CLEANING,XGBoost,2017-05-12,17,18183.0,21210.48046875
0,CLEANING,XGBoost,2017-05-13,18,26708.0,28830.740234375
0,CLEANING,XGBoost,2017-05-14,19,19738.0,32667.693359375
0,CLEANING,XGBoost,2017-05-15,20,19986.0,18951.12890625
0,CLEANING,XGBoost,2017-05-16,21,19916.0,16757.8515625
0,CLEANING,XGBoost,2017-05-17,22,20613.0,18123.775390625
0,CLEANING,XGBoost,2017-05-18,23,15459.0,16588.71875
0,CLEANING,XGBoost,2017-05-19,24,20234.0,21542.486328125
0,CLEANING,XGBoost,2017-05-20,25,28623.0,28790.974609375
0,CLEANING,XGBoost,2017-05-21,26,32653.0,33550.12109375
0,CLEANING,XGBoost,2017-05-22,27,20760.0,18680.392578125
0,CLEANING,XGBoost,2017-05-23,28,18680.0,16536.728515625
0,DAIRY,Seasonal naive,2017-04-26,1,18125.0,18688.0
0,DAIRY,Seasonal naive,2017-04-27,2,14411.0,15616.0
0,DAIRY,Seasonal naive,2017-04-28,3,19621.0,21019.0
0,DAIRY,Seasonal naive,2017-04-29,4,26322.0,25837.0
0,DAIRY,Seasonal naive,2017-04-30,5,27221.0,32302.0
0,DAIRY,Seasonal naive,2017-05-01,6,34813.0,17898.0
0,DAIRY,Seasonal naive,2017-05-02,7,20664.0,16553.0
0,DAIRY,Seasonal naive,2017-05-03,8,21514.0,18688.0
0,DAIRY,Seasonal naive,2017-05-04,9,17305.0,15616.0
0,DAIRY,Seasonal naive,2017-05-05,10,20177.0,21019.0
0,DAIRY,Seasonal naive,2017-05-06,11,27088.0,25837.0
0,DAIRY,Seasonal naive,2017-05-07,12,33169.0,32302.0
0,DAIRY,Seasonal naive,2017-05-08,13,19371.0,17898.0
0,DAIRY,Seasonal naive,2017-05-09,14,16193.0,16553.0
0,DAIRY,Seasonal naive,2017-05-10,15,18920.0,18688.0
0,DAIRY,Seasonal naive,2017-05-11,16,14664.0,15616.0
0,DAIRY,Seasonal naive,2017-05-12,17,19616.0,21019.0
0,DAIRY,Seasonal naive,2017-05-13,18,31230.0,25837.0
0,DAIRY,Seasonal naive,2017-05-14,19,21574.0,32302.0
0,DAIRY,Seasonal naive,2017-05-15,20,18711.0,17898.0
0,DAIRY,Seasonal naive,2017-05-16,21,17706.0,16553.0
0,DAIRY,Seasonal naive,2017-05-17,22,18900.0,18688.0
0,DAIRY,Seasonal naive,2017-05-18,23,14239.0,15616.0
0,DAIRY,Seasonal naive,2017-05-19,24,18963.0,21019.0
0,DAIRY,Seasonal naive,2017-05-20,25,26330.0,25837.0
0,DAIRY,Seasonal naive,2017-05-21,26,31837.0,32302.0
0,DAIRY,Seasonal naive,2017-05-22,27,18015.0,17898.0
0,DAIRY,Seasonal naive,2017-05-23,28,15179.0,16553.0
0,DAIRY,Prophet,2017-04-26,1,18125.0,19207.602817490406
0,DAIRY,Prophet,2017-04-27,2,14411.0,16361.443568980212
0,DAIRY,Prophet,2017-04-28,3,19621.0,19394.82699940515
0,DAIRY,Prophet,2017-04-29,4,26322.0,25310.9038961618
0,DAIRY,Prophet,2017-04-30,5,27221.0,27463.32522568598
0,DAIRY,Prophet,2017-05-01,6,34813.0,20863.824855710278
0,DAIRY,Prophet,2017-05-02,7,20664.0,17701.200941654995
0,DAIRY,Prophet,2017-05-03,8,21514.0,19712.77913139298
0,DAIRY,Prophet,2017-05-04,9,17305.0,16636.5437363569
0,DAIRY,Prophet,2017-05-05,10,20177.0,19663.51367551062
0,DAIRY,Prophet,2017-05-06,11,27088.0,25451.293178080174
0,DAIRY,Prophet,2017-05-07,12,33169.0,27768.17219842574
0,DAIRY,Prophet,2017-05-08,13,19371.0,19917.52730051421
0,DAIRY,Prophet,2017-05-09,14,16193.0,18224.298695026122
0,DAIRY,Prophet,2017-05-10,15,18920.0,20212.067551429223
0,DAIRY,Prophet,2017-05-11,16,14664.0,16796.84702559092
0,DAIRY,Prophet,2017-05-12,17,19616.0,20904.797936373678
0,DAIRY,Prophet,2017-05-13,18,31230.0,26849.37315825726
0,DAIRY,Prophet,2017-05-14,19,21574.0,29059.992422889463
0,DAIRY,Prophet,2017-05-15,20,18711.0,20124.60006606346
0,DAIRY,Prophet,2017-05-16,21,17706.0,18253.568588074435
0,DAIRY,Prophet,2017-05-17,22,18900.0,19792.361778237373
0,DAIRY,Prophet,2017-05-18,23,14239.0,16923.85981261131
0,DAIRY,Prophet,2017-05-19,24,18963.0,19915.93229594604
0,DAIRY,Prophet,2017-05-20,25,26330.0,25802.12720159631
0,DAIRY,Prophet,2017-05-21,26,31837.0,28006.831025914165
0,DAIRY,Prophet,2017-05-22,27,18015.0,20151.195390756904
0,DAIRY,Prophet,2017-05-23,28,15179.0,18188.730924741278
0,DAIRY,XGBoost,2017-04-26,1,18125.0,18384.060546875
0,DAIRY,XGBoost,2017-04-27,2,14411.0,16817.892578125
0,DAIRY,XGBoost,2017-04-28,3,19621.0,22531.208984375
0,DAIRY,XGBoost,2017-04-29,4,26322.0,30347.447265625
0,DAIRY,XGBoost,2017-04-30,5,27221.0,33714.8515625
0,DAIRY,XGBoost,2017-05-01,6,34813.0,20341.748046875
0,DAIRY,XGBoost,2017-05-02,7,20664.0,18160.048828125
0,DAIRY,XGBoost,2017-05-03,8,21514.0,18764.1171875
0,DAIRY,XGBoost,2017-05-04,9,17305.0,16140.4287109375
0,DAIRY,XGBoost,2017-05-05,10,20177.0,21256.21875
0,DAIRY,XGBoost,2017-05-06,11,27088.0,29069.6484375
0,DAIRY,XGBoost,2017-05-07,12,33169.0,33878.4609375
0,DAIRY,XGBoost,2017-05-08,13,19371.0,18394.6171875
0,DAIRY,XGBoost,2017-05-09,14,16193.0,16320.9677734375
0,DAIRY,XGBoost,2017-05-10,15,18920.0,18307.572265625
0,DAIRY,XGBoost,2017-05-11,16,14664.0,17830.333984375
0,DAIRY,XGBoost,2017-05-12,17,19616.0,23344.18359375
0,DAIRY,XGBoost,2017-05-13,18,31230.0,30427.25
0,DAIRY,XGBoost,2017-05-14,19,21574.0,33420.62890625
0,DAIRY,XGBoost,2017-05-15,20,18711.0,19154.599609375
0,DAIRY,XGBoost,2017-05-16,21,17706.0,17161.59765625
0,DAIRY,XGBoost,2017-05-17,22,18900.0,18630.05078125
0,DAIRY,XGBoost,2017-05-18,23,14239.0,16054.46484375
0,DAIRY,XGBoost,2017-05-19,24,18963.0,21476.123046875
0,DAIRY,XGBoost,2017-05-20,25,26330.0,28736.9140625
0,DAIRY,XGBoost,2017-05-21,26,31837.0,34098.8984375
0,DAIRY,XGBoost,2017-05-22,27,18015.0,18166.986328125
0,DAIRY,XGBoost,2017-05-23,28,15179.0,16220.369140625
0,GROCERY I,Seasonal naive,2017-04-26,1,69907.0,75085.0
0,GROCERY I,Seasonal naive,2017-04-27,2,55735.0,65682.0
0,GROCERY I,Seasonal naive,2017-04-28,3,79311.0,81324.0
0,GROCERY I,Seasonal naive,2017-04-29,4,112502.0,102416.0
0,GROCERY I,Seasonal naive,2017-04-30,5,115349.0,128010.0
0,GROCERY I,Seasonal naive,2017-05-01,6,153655.0,73557.0
0,GROCERY I,Seasonal naive,2017-05-02,7,84988.0,66051.0
0,GROCERY I,Seasonal naive,2017-05-03,8,90874.0,75085.0
0,GROCERY I,Seasonal naive,2017-05-04,9,68877.0,65682.0
0,GROCERY I,Seasonal naive,2017-05-05,10,84041.0,81324.0
0,GROCERY I,Seasonal naive,2017-05-06,11,111947.0,102416.0
0,GROCERY I,Seasonal naive,2017-05-07,12,135853.0,128010.0
0,GROCERY I,Seasonal naive,2017-05-08,13,81205.0,73557.0
0,GROCERY I,Seasonal naive,2017-05-09,14,71452.0,66051.0
0,GROCERY I,Seasonal naive,2017-05-10,15,74304.0,75085.0
0,GROCERY I,Seasonal naive,2017-05-11,16,62205.0,65682.0
0,GROCERY I,Seasonal naive,2017-05-12,17,79084.0,81324.0
0,GROCERY I,Seasonal naive,2017-05-13,18,121940.0,102416.0
0,GROCERY I,Seasonal naive,2017-05-14,19,90782.0,128010.0
0,GROCERY I,Seasonal naive,2017-05-15,20,80175.0,73557.0
0,GROCERY I,Seasonal naive,2017-05-16,21,77023.0,66051.0
0,GROCERY I,Seasonal naive,2017-05-17,22,80346.0,75085.0
0,GROCERY I,Seasonal naive,2017-05-18,23,59672.0,65682.0
0,GROCERY I,Seasonal naive,2017-05-19,24,77954.0,81324.0
0,GROCERY I,Seasonal naive,2017-05-20,25,111489.0,102416.0
0,GROCERY I,Seasonal naive,2017-05-21,26,133120.0,128010.0
0,GROCERY I,Seasonal naive,2017-05-22,27,75111.0,73557.0
0,GROCERY I,Seasonal naive,2017-05-23,28,66478.0,66051.0
0,GROCERY I,Prophet,2017-04-26,1,69907.0,83759.47297748284
0,GROCERY I,Prophet,2017-04-27,2,55735.0,72703.29164990975
0,GROCERY I,Prophet,2017-04-28,3,79311.0,81949.82741195556
0,GROCERY I,Prophet,2017-04-29,4,112502.0,109449.52920677571
0,GROCERY I,Prophet,2017-04-30,5,115349.0,118919.06206032858
0,GROCERY I,Prophet,2017-05-01,6,153655.0,92705.93831548009
0,GROCERY I,Prophet,2017-05-02,7,84988.0,75511.55455155368
0,GROCERY I,Prophet,2017-05-03,8,90874.0,81425.55956980726
0,GROCERY I,Prophet,2017-05-04,9,68877.0,67150.73940511743
0,GROCERY I,Prophet,2017-05-05,10,84041.0,76914.09788643142
0,GROCERY I,Prophet,2017-05-06,11,111947.0,104321.77720239852
0,GROCERY I,Prophet,2017-05-07,12,135853.0,115328.52995673334
0,GROCERY I,Prophet,2017-05-08,13,81205.0,80900.41800420811
0,GROCERY I,Prophet,2017-05-09,14,71452.0,73034.73836961092
0,GROCERY I,Prophet,2017-05-10,15,74304.0,78373.91834248365
0,GROCERY I,Prophet,2017-05-11,16,62205.0,65079.35866154544
